110000,北京市,0,
341023,黟县,2,
341024,祁门县,2,
341100,滁州市,1,
341102,琅琊区,2,
341103,南谯区,2,
341122,来安县,2,
341124,全椒县,2,
341125,定远县,2,
341126,凤阳县,2,
341181,天长市,2,
341182,明光市,2,
341200,阜阳市,1,
341202,颍州区,2,
341203,颍东区,2,
341204,颍泉区,2,
341221,临泉县,2,
341222,太和县,2,
341225,阜南县,2,
341226,颍上县,2,
341282,界首市,2,
341300,宿州市,1,
341302,桥区,2,
341321,砀山县,2,
341322,萧县,2,
341323,灵璧县,2,
341324,泗县,2,
341500,六安市,1,
341502,金安区,2,
341503,裕安区,2,
341504,叶集区,2,
341522,霍邱县,2,
341523,舒城县,2,
341524,金寨县,2,
341525,霍山县,2,
341600,亳州市,1,
341602,谯城区,2,
341621,涡阳县,2,
341622,蒙城县,2,
341623,利辛县,2,
341700,池州市,1,
341702,贵池区,2,
341721,东至县,2,
341722,石台县,2,
341723,青阳县,2,
341800,宣城市,1,
341802,宣州区,2,
341821,郎溪县,2,
341823,泾县,2,
341824,绩溪县,2,
341825,旌德县,2,
341881,宁国市,2,
341882,广德市,2,
350000,福建省,0,
350100,福州市,1,
350102,鼓楼区,2,
350103,台江区,2,
350104,仓山区,2,
350105,马尾区,2,
350111,晋安区,2,
350112,长乐区,2,
350121,闽侯县,2,
350122,连江县,2,
350123,罗源县,2,
350124,闽清县,2,
350125,永泰县,2,
350128,平潭县,2,
350181,福清市,2,
350200,厦门市,1,
350203,思明区,2,
350205,海沧区,2,
350206,湖里区,2,
350211,集美区,2,
350212,同安区,2,
350213,翔安区,2,
350300,莆田市,1,
350302,城厢区,2,
350303,涵江区,2,
350304,荔城区,2,
350305,秀屿区,2,
350322,仙游县,2,
350400,三明市,1,
350402,梅列区,2,
350403,三元区,2,
350421,明溪县,2,
350423,清流县,2,
350424,宁化县,2,
350425,大田县,2,
350426,尤溪县,2,
350427,沙县,2,
350428,将乐县,2,
350429,泰宁县,2,
350430,建宁县,2,
350481,永安市,2,
350500,泉州市,1,
350502,鲤城区,2,
350503,丰泽区,2,
350504,洛江区,2,
350505,泉港区,2,
350521,惠安县,2,
350524,安溪县,2,
350525,永春县,2,
350526,德化县,2,
350527,金门县,2,
350581,石狮市,2,
350582,晋江市,2,
350583,南安市,2,
350600,漳州市,1,
350602,芗城区,2,
350603,龙文区,2,
350622,云霄县,2,
350623,漳浦县,2,
350624,诏安县,2,
350625,长泰县,2,
350626,东山县,2,
350627,南靖县,2,
350628,平和县,2,
350629,华安县,2,
350681,龙海市,2,
350700,南平市,1,
350702,延平区,2,
350703,建阳区,2,
350721,顺昌县,2,
350722,浦城县,2,
350723,光泽县,2,
350724,松溪县,2,
350725,政和县,2,
350781,邵武市,2,
350782,武夷山市,2,
350783,建瓯市,2,
350800,龙岩市,1,
350802,新罗区,2,
350803,永定区,2,
350821,长汀县,2,
350823,上杭县,2,
350824,武平县,2,
350825,连城县,2,
350881,漳平市,2,
350900,宁德市,1,
350902,蕉城区,2,
350921,霞浦县,2,
350922,古田县,2,
350923,屏南县,2,
350924,寿宁县,2,
350925,周宁县,2,
350926,柘荣县,2,
350981,福安市,2,
350982,福鼎市,2,
360000,江西省,0,
360100,南昌市,1,
360102,东湖区,2,
360103,西湖区,2,
360104,青云谱区,2,
360111,青山湖区,2,
360112,新建区,2,
360113,红谷滩区,2,
360121,南昌县,2,
360123,安义县,2,
360124,进贤县,2,
360200,景德镇市,1,
360202,昌江区,2,
360203,珠山区,2,
360222,浮梁县,2,
360281,乐平市,2,
360300,萍乡市,1,
360302,安源区,2,
360313,湘东区,2,
360321,莲花县,2,
360322,上栗县,2,
360323,芦溪县,2,
360400,九江市,1,
360402,濂溪区,2,
360403,浔阳区,2,
360404,柴桑区,2,
360423,武宁县,2,
360424,修水县,2,
360425,永修县,2,
360426,德安县,2,
360428,都昌县,2,
360429,湖口县,2,
360430,彭泽县,2,
360481,瑞昌市,2,
360482,共青城市,2,
360483,庐山市,2,
360500,新余市,1,
360502,渝水区,2,
360521,分宜县,2,
360600,鹰潭市,1,
360602,月湖区,2,
360603,余江区,2,
360681,贵溪市,2,
360700,赣州市,1,
360702,章贡区,2,
360703,南康区,2,
360704,赣县区,2,
360722,信丰县,2,
360723,大余县,2,
360724,上犹县,2,
360725,崇义县,2,
360726,安远县,2,
360728,定南县,2,
360729,全南县,2,
360730,宁都县,2,
360731,于都县,2,
360732,兴国县,2,
360733,会昌县,2,
360734,寻乌县,2,
360735,石城县,2,
360781,瑞金市,2,
360783,龙南市,2,
360800,吉安市,1,
360802,吉州区,2,
360803,青原区,2,
360821,吉安县,2,
360822,吉水县,2,
360823,峡江县,2,
360824,新干县,2,
360825,永丰县,2,
360826,泰和县,2,
360827,遂川县,2,
360828,万安县,2,
360829,安福县,2,
360830,永新县,2,
360881,井冈山市,2,
360900,宜春市,1,
360902,袁州区,2,
360921,奉新县,2,
360922,万载县,2,
360923,上高县,2,
360924,宜丰县,2,
360925,靖安县,2,
360926,铜鼓县,2,
360981,丰城市,2,
360982,樟树市,2,
360983,高安市,2,
361000,抚州市,1,
361002,临川区,2,
361003,东乡区,2,
361021,南城县,2,
361022,黎川县,2,
361023,南丰县,2,
361024,崇仁县,2,
361025,乐安县,2,
361026,宜黄县,2,
361027,金溪县,2,
361028,资溪县,2,
361030,广昌县,2,
361100,上饶市,1,
361102,信州区,2,
361103,广丰区,2,
361104,广信区,2,
361123,玉山县,2,
361124,铅山县,2,
361125,横峰县,2,
361126,弋阳县,2,
361127,余干县,2,
361128,鄱阳县,2,
361129,万年县,2,
361130,婺源县,2,
361181,德兴市,2,
370000,山东省,0,
370100,济南市,1,
370102,历下区,2,
370103,市中区,2,
370104,槐荫区,2,
370105,天桥区,2,
370112,历城区,2,
370113,长清区,2,
370114,章丘区,2,
370115,济阳区,2,
370116,莱芜区,2,
370117,钢城区,2,
370124,平阴县,2,
370126,商河县,2,
370200,青岛市,1,
370202,市南区,2,
370203,市北区,2,
370211,黄岛区,2,
370212,崂山区,2,
370213,李沧区,2,
370214,城阳区,2,
370215,即墨区,2,
370281,胶州市,2,
370283,平度市,2,
370285,莱西市,2,
370300,淄博市,1,
370302,淄川区,2,
370303,张店区,2,
370304,博山区,2,
370305,临淄区,2,
370306,周村区,2,
370321,桓台县,2,
370322,高青县,2,
370323,沂源县,2,
370400,枣庄市,1,
370402,市中区,2,
370403,薛城区,2,
370404,峄城区,2,
370405,台儿庄区,2,
370406,山亭区,2,
370481,滕州市,2,
370500,东营市,1,
370502,东营区,2,
370503,河口区,2,
370505,垦利区,2,
370522,利津县,2,
370523,广饶县,2,
370600,烟台市,1,
370602,芝罘区,2,
370611,福山区,2,
370612,牟平区,2,
370613,莱山区,2,
370614,蓬莱区,2,
370681,龙口市,2,
370682,莱阳市,2,
370683,莱州市,2,
370685,招远市,2,
370686,栖霞市,2,
370687,海阳市,2,
370700,潍坊市,1,
370702,潍城区,2,
370703,寒亭区,2,
370704,坊子区,2,
370705,奎文区,2,
370724,临朐县,2,
370725,昌乐县,2,
370781,青州市,2,
370782,诸城市,2,
370783,寿光市,2,
370784,安丘市,2,
370785,高密市,2,
370786,昌邑市,2,
370800,济宁市,1,
370811,任城区,2,
370812,兖州区,2,
370826,微山县,2,
370827,鱼台县,2,
370828,金乡县,2,
370829,嘉祥县,2,
370830,汶上县,2,
370831,泗水县,2,
370832,梁山县,2,
370881,曲阜市,2,
370883,邹城市,2,
370900,泰安市,1,
370902,泰山区,2,
370911,岱岳区,2,
370921,宁阳县,2,
370923,东平县,2,
370982,新泰市,2,
370983,肥城市,2,
371000,威海市,1,
371002,环翠区,2,
371003,文登区,2,
371082,荣成市,2,
371083,乳山市,2,
371100,日照市,1,
371102,东港区,2,
371103,岚山区,2,
371121,五莲县,2,
371122,莒县,2,
371300,临沂市,1,
371302,兰山区,2,
371311,罗庄区,2,
371312,河东区,2,
371321,沂南县,2,
371322,郯城县,2,
371323,沂水县,2,
371324,兰陵县,2,
371325,费县,2,
371326,平邑县,2,
371327,莒南县,2,
371328,蒙阴县,2,
371329,临沭县,2,
371400,德州市,1,
371402,德城区,2,
371403,陵城区,2,
371422,宁津县,2,
371423,庆云县,2,
371424,临邑县,2,
371425,齐河县,2,
371426,平原县,2,
371427,夏津县,2,
371428,武城县,2,
371481,乐陵市,2,
371482,禹城市,2,
371500,聊城市,1,
371502,东昌府区,2,
371503,茌平区,2,
371521,阳谷县,2,
371522,莘县,2,
371524,东阿县,2,
371525,冠县,2,
371526,高唐县,2,
371581,临清市,2,
371600,滨州市,1,
371602,滨城区,2,
371603,沾化区,2,
371621,惠民县,2,
371622,阳信县,2,
371623,无棣县,2,
371625,博兴县,2,
371681,邹平市,2,
371700,菏泽市,1,
371702,牡丹区,2,
371703,定陶区,2,
371721,曹县,2,
371722,单县,2,
371723,成武县,2,
371724,巨野县,2,
371725,郓城县,2,
371726,鄄城县,2,
371728,东明县,2,
410000,河南省,0,
410100,郑州市,1,
410102,中原区,2,
410103,二七区,2,
410104,管城回族区,2,
410105,金水区,2,
410106,上街区,2,
410108,惠济区,2,
410122,中牟县,2,
410181,巩义市,2,
410182,荥阳市,2,
410183,新密市,2,
410184,新郑市,2,
410185,登封市,2,
410200,开封市,1,
410202,龙亭区,2,
410203,顺河回族区,2,
410204,鼓楼区,2,
410205,禹王台区,2,
410212,祥符区,2,
410221,杞县,2,
410222,通许县,2,
410223,尉氏县,2,
410225,兰考县,2,
410300,洛阳市,1,
410302,老城区,2,
410303,西工区,2,
410304,e河回族区,2,
410305,涧西区,2,
410306,吉利区,2,
410311,洛龙区,2,
410322,孟津县,2,
410323,新安县,2,
410324,栾川县,2,
410325,嵩县,2,
410326,汝阳县,2,
410327,宜阳县,2,
410328,洛宁县,2,
410329,伊川县,2,
410381,偃师市,2,
410400,平顶山市,1,
410402,新华区,2,
410403,卫东区,2,
410404,石龙区,2,
410411,湛河区,2,
410421,宝丰县,2,
410422,叶县,2,
410423,鲁山县,2,
410425,郏县,2,
410481,舞钢市,2,
410482,汝州市,2,
410500,安阳市,1,
410502,文峰区,2,
410503,北关区,2,
410505,殷都区,2,
410506,龙安区,2,
410522,安阳县,2,
410523,汤阴县,2,
410526,滑县,2,
410527,内黄县,2,
410581,林州市,2,
410600,鹤壁市,1,
410602,鹤山区,2,
410603,山城区,2,
410611,淇滨区,2,
410621,浚县,2,
410622,淇县,2,
410700,新乡市,1,
410702,红旗区,2,
410703,卫滨区,2,
410704,凤泉区,2,
410711,牧野区,2,
410721,新乡县,2,
410724,获嘉县,2,
410725,原阳县,2,
410726,延津县,2,
410727,封丘县,2,
410781,卫辉市,2,
410782,辉县市,2,
410783,长垣市,2,
410800,焦作市,1,
410802,解放区,2,
410803,中站区,2,
410804,马村区,2,
410811,山阳区,2,
410821,修武县,2,
410822,博爱县,2,
410823,武陟县,2,
410825,温县,2,
410882,沁阳市,2,
410883,孟州市,2,
410900,濮阳市,1,
410902,华龙区,2,
410922,清丰县,2,
410923,南乐县,2,
410926,范县,2,
410927,台前县,2,
410928,濮阳县,2,
411000,许昌市,1,
411002,魏都区,2,
411003,建安区,2,
411024,鄢陵县,2,
411025,襄城县,2,
411081,禹州市,2,
411082,长葛市,2,
411100,漯河市,1,
411102,源汇区,2,
411103,郾城区,2,
411104,召陵区,2,
411121,舞阳县,2,
411122,临颍县,2,
411200,三门峡市,1,
411202,湖滨区,2,
411203,陕州区,2,
411221,渑池县,2,
411224,卢氏县,2,
411281,义马市,2,
411282,灵宝市,2,
411300,南阳市,1,
411302,宛城区,2,
411303,卧龙区,2,
411321,南召县,2,
411322,方城县,2,
411323,西峡县,2,
411324,镇平县,2,
411325,内乡县,2,
411326,淅川县,2,
411327,社旗县,2,
411328,唐河县,2,
411329,新野县,2,
411330,桐柏县,2,
411381,邓州市,2,
411400,商丘市,1,
411402,梁园区,2,
411403,睢阳区,2,
411421,民权县,2,
411422,睢县,2,
411423,宁陵县,2,
411424,柘城县,2,
411425,虞城县,2,
411426,夏邑县,2,
411481,永城市,2,
411500,信阳市,1,
411502,负忧,2,
411503,平桥区,2,
411521,罗山县,2,
411522,光山县,2,
411523,新县,2,
411524,商城县,2,
411525,固始县,2,
411526,潢川县,2,
411527,淮滨县,2,
411528,息县,2,
411600,周口市,1,
411602,川汇区,2,
411603,淮阳区,2,
411621,扶沟县,2,
411622,西华县,2,
411623,商水县,2,
411624,沈丘县,2,
411625,郸城县,2,
411627,太康县,2,
411628,鹿邑县,2,
411681,项城市,2,
411700,驻马店市,1,
411702,驿城区,2,
411721,西平县,2,
411722,上蔡县,2,
411723,平舆县,2,
411724,正阳县,2,
411725,确山县,2,
411726,泌阳县,2,
411727,汝南县,2,
411728,遂平县,2,
411729,新蔡县,2,
419001,济源市,2,
420000,湖北省,0,
420100,武汉市,1,
420102,江岸区,2,
420103,江汉区,2,
420104,~口区,2,
420105,汉阳区,2,
420106,武昌区,2,
420107,青山区,2,
420111,洪山区,2,
420112,东西湖区,2,
420113,汉南区,2,
420114,蔡甸区,2,
420115,江夏区,2,
420116,黄陂区,2,
420117,新洲区,2,
420200,黄石市,1,
420202,黄石港区,2,
420203,西塞山区,2,
420204,下陆区,2,
420205,铁山区,2,
420222,阳新县,2,
420281,大冶市,2,
420300,十堰市,1,
420302,茅箭区,2,
420303,张湾区,2,
420304,郧阳区,2,
420322,郧西县,2,
420323,竹山县,2,
420324,竹溪县,2,
420325,房县,2,
420381,丹江口市,2,
420500,宜昌市,1,
420502,西陵区,2,
420503,伍家岗区,2,
420504,点军区,2,
420505,V亭区,2,
420506,夷陵区,2,
420525,远安县,2,
420526,兴山县,2,
420527,秭归县,2,
420528,长阳土家族自治县,2,
420529,五峰土家族自治县,2,
420581,宜都市,2,
420582,当阳市,2,
420583,枝江市,2,
420600,襄阳市,1,
420602,襄城区,2,
420606,樊城区,2,
420607,襄州区,2,
420624,南漳县,2,
420625,谷城县,2,
420626,保康县,2,
420682,老河口市,2,
420683,枣阳市,2,
420684,宜城市,2,
420700,鄂州市,1,
420702,梁子湖区,2,
420703,华容区,2,
420704,鄂城区,2,
420800,荆门市,1,
420802,东宝区,2,
420804,掇刀区,2,
420822,沙洋县,2,
420881,钟祥市,2,
420882,京山市,2,
420900,孝感市,1,
420902,孝南区,2,
420921,孝昌县,2,
420922,大悟县,2,
420923,云梦县,2,
420981,应城市,2,
420982,安陆市,2,
420984,汉川市,2,
421000,荆州市,1,
421002,沙市区,2,
421003,荆州区,2,
421022,公安县,2,
421024,江陵县,2,
421081,石首市,2,
421083,洪湖市,2,
421087,松滋市,2,
421088,监利市,2,
421100,黄冈市,1,
421102,黄州区,2,
421121,团风县,2,
421122,红安县,2,
421123,罗田县,2,
421124,英山县,2,
421125,浠水县,2,
421126,蕲春县,2,
421127,黄梅县,2,
421181,麻城市,2,
421182,武穴市,2,
421200,咸宁市,1,
421202,咸安区,2,
421221,嘉鱼县,2,
421222,通城县,2,
421223,崇阳县,2,
421224,通山县,2,
421281,赤壁市,2,
421300,随州市,1,
421303,曾都区,2,
421321,随县,2,
421381,广水市,2,
422800,恩施土家族苗族自治州,1,
422801,恩施市,2,
422802,利川市,2,
422822,建始县,2,
422823,巴东县,2,
422825,宣恩县,2,
422826,咸丰县,2,
422827,来凤县,2,
422828,鹤峰县,2,
429004,仙桃市,2,
429005,潜江市,2,
429006,天门市,2,
429021,神农架林区,2,
430000,湖南省,0,
430100,长沙市,1,
430102,芙蓉区,2,
430103,天心区,2,
430104,岳麓区,2,
430105,开福区,2,
430111,雨花区,2,
430112,望城区,2,
430121,长沙县,2,
430181,浏阳市,2,
430182,宁乡市,2,
430200,株洲市,1,
430202,荷塘区,2,
430203,芦淞区,2,
430204,石峰区,2,
430211,天元区,2,
430212,渌口区,2,
430223,攸县,2,
430224,茶陵县,2,
430225,炎陵县,2,
430281,醴陵市,2,
430300,湘潭市,1,
430302,雨湖区,2,
430304,岳塘区,2,
430321,湘潭县,2,
430381,湘乡市,2,
430382,韶山市,2,
430400,衡阳市,1,
430405,珠晖区,2,
430406,雁峰区,2,
430407,石鼓区,2,
430408,蒸湘区,2,
430412,南岳区,2,
430421,衡阳县,2,
430422,衡南县,2,
430423,衡山县,2,
430424,衡东县,2,
430426,祁东县,2,
430481,耒阳市,2,
430482,常宁市,2,
430500,邵阳市,1,
430502,双清区,2,
430503,大祥区,2,
430511,北塔区,2,
430522,新邵县,2,
430523,邵阳县,2,
430524,隆回县,2,
430525,洞口县,2,
430527,绥宁县,2,
430528,新宁县,2,
430529,城步苗族自治县,2,
430581,武冈市,2,
430582,邵东市,2,
430600,岳阳市,1,
430602,岳阳楼区,2,
430603,云溪区,2,
430611,君山区,2,
430621,岳阳县,2,
430623,华容县,2,
430624,湘阴县,2,
430626,平江县,2,
430681,汨罗市,2,
430682,临湘市,2,
430700,常德市,1,
430702,武陵区,2,
430703,鼎城区,2,
430721,安乡县,2,
430722,汉寿县,2,
430723,澧县,2,
430724,临澧县,2,
430725,桃源县,2,
430726,石门县,2,
430781,津市市,2,
430800,张家界市,1,
430802,永定区,2,
430811,武陵源区,2,
430821,慈利县,2,
430822,桑植县,2,
430900,益阳市,1,
430902,资阳区,2,
430903,赫山区,2,
430921,南县,2,
430922,桃江县,2,
430923,安化县,2,
430981,沅江市,2,
431000,郴州市,1,
431002,北湖区,2,
431003,苏仙区,2,
431021,桂阳县,2,
431022,宜章县,2,
431023,永兴县,2,
431024,嘉禾县,2,
431025,临武县,2,
431026,汝城县,2,
431027,桂东县,2,
431028,安仁县,2,
431081,资兴市,2,
431100,永州市,1,
431102,零陵区,2,
431103,冷水滩区,2,
431121,祁阳县,2,
431122,东安县,2,
431123,双牌县,2,
431124,道县,2,
431125,江永县,2,
431126,宁远县,2,
431127,蓝山县,2,
431128,新田县,2,
431129,江华瑶族自治县,2,
431200,怀化市,1,
431202,鹤城区,2,
431221,中方县,2,
431222,沅陵县,2,
431223,辰溪县,2,
431224,溆浦县,2,
431225,会同县,2,
431226,麻阳苗族自治县,2,
431227,新晃侗族自治县,2,
431228,芷江侗族自治县,2,
431229,靖州苗族侗族自治县,2,
431230,通道侗族自治县,2,
431281,洪江市,2,
431300,娄底市,1,
431302,娄星区,2,
431321,双峰县,2,
431322,新化县,2,
431381,冷水江市,2,
431382,涟源市,2,
433100,湘西土家族苗族自治州,1,
433101,吉首市,2,
433122,泸溪县,2,
433123,凤凰县,2,
433124,花垣县,2,
433125,保靖县,2,
433126,古丈县,2,
433127,永顺县,2,
433130,龙山县,2,
440000,广东省,0,
440100,广州市,1,
440103,荔湾区,2,
440104,越秀区,2,
440105,海珠区,2,
440106,天河区,2,
440111,白云区,2,
440112,黄埔区,2,
440113,番禺区,2,
440114,花都区,2,
440115,南沙区,2,
440117,从化区,2,
440118,增城区,2,
440200,韶关市,1,
440203,武江区,2,
440204,浈江区,2,
440205,曲江区,2,
440222,始兴县,2,
440224,仁化县,2,
440229,翁源县,2,
440232,乳源瑶族自治县,2,
440233,新丰县,2,
440281,乐昌市,2,
440282,南雄市,2,
440300,深圳市,1,
440303,罗湖区,2,
440304,福田区,2,
440305,南山区,2,
440306,宝安区,2,
440307,龙岗区,2,
440308,盐田区,2,
440309,龙华区,2,
440310,坪山区,2,
440311,光明区,2,
440400,珠海市,1,
440402,香洲区,2,
440403,斗门区,2,
440404,金湾区,2,
440500,汕头市,1,
440507,龙湖区,2,
440511,金平区,2,
440512,濠江区,2,
440513,潮阳区,2,
440514,潮南区,2,
440515,澄海区,2,
440523,南澳县,2,
440600,佛山市,1,
440604,禅城区,2,
440605,南海区,2,
440606,顺德区,2,
440607,三水区,2,
440608,高明区,2,
440700,江门市,1,
440703,蓬江区,2,
440704,江海区,2,
440705,新会区,2,
440781,台山市,2,
440783,开平市,2,
440784,鹤山市,2,
440785,恩平市,2,
440800,湛江市,1,
440802,赤坎区,2,
440803,霞山区,2,
440804,坡头区,2,
440811,麻章区,2,
440823,遂溪县,2,
440825,徐闻县,2,
440881,廉江市,2,
440882,雷州市,2,
440883,吴川市,2,
440900,茂名市,1,
440902,茂南区,2,
440904,电白区,2,
440981,高州市,2,
440982,化州市,2,
440983,信宜市,2,
441200,肇庆市,1,
441202,端州区,2,
441203,鼎湖区,2,
441204,高要区,2,
441223,广宁县,2,
441224,怀集县,2,
441225,封开县,2,
441226,德庆县,2,
441284,四会市,2,
441300,惠州市,1,
441302,惠城区,2,
441303,惠阳区,2,
441322,博罗县,2,
441323,惠东县,2,
441324,龙门县,2,
441400,梅州市,1,
441402,梅江区,2,
441403,梅县区,2,
441422,大埔县,2,
441423,丰顺县,2,
441424,五华县,2,
441426,平远县,2,
441427,蕉岭县,2,
441481,兴宁市,2,
441500,汕尾市,1,
441502,城区,2,
441521,海丰县,2,
441523,陆河县,2,
441581,陆丰市,2,
441600,河源市,1,
441602,源城区,2,
441621,紫金县,2,
441622,龙川县,2,
441623,连平县,2,
441624,和平县,2,
441625,东源县,2,
441700,阳江市,1,
441702,江城区,2,
441704,阳东区,2,
441721,阳西县,2,
441781,阳春市,2,
441800,清远市,1,
441802,清城区,2,
441803,清新区,2,
441821,佛冈县,2,
441823,阳山县,2,
441825,连山壮族瑶族自治县,2,
441826,连南瑶族自治县,2,
441881,英德市,2,
441882,连州市,2,
441900,东莞市,1,
442000,中山市,1,
445100,潮州市,1,
445102,湘桥区,2,
445103,潮安区,2,
445122,饶平县,2,
445200,揭阳市,1,
445202,榕城区,2,
445203,揭东区,2,
445222,揭西县,2,
445224,惠来县,2,
445281,普宁市,2,
445300,云浮市,1,
445302,云城区,2,
445303,云安区,2,
445321,新兴县,2,
445322,郁南县,2,
445381,罗定市,2,
450000,广西壮族自治区,0,
450100,南宁市,1,
450102,兴宁区,2,
450103,青秀区,2,
450105,江南区,2,
450107,西乡塘区,2,
450108,良庆区,2,
450109,邕宁区,2,
450110,武鸣区,2,
450123,隆安县,2,
450124,马山县,2,
450125,上林县,2,
450126,宾阳县,2,
450127,横县,2,
450200,柳州市,1,
450202,城中区,2,
450203,鱼峰区,2,
450204,柳南区,2,
450205,柳北区,2,
450206,柳江区,2,
450222,柳城县,2,
450223,鹿寨县,2,
450224,融安县,2,
450225,融水苗族自治县,2,
450226,三江侗族自治县,2,
450300,桂林市,1,
450302,秀峰区,2,
450303,叠彩区,2,
450304,象山区,2,
450305,七星区,2,
450311,雁山区,2,
450312,临桂区,2,
450321,阳朔县,2,
450323,灵川县,2,
450324,全州县,2,
450325,兴安县,2,
450326,永福县,2,
450327,灌阳县,2,
450328,龙胜各族自治县,2,
450329,资源县,2,
450330,平乐县,2,
450332,恭城瑶族自治县,2,
450381,荔浦市,2,
450400,梧州市,1,
450403,万秀区,2,
450405,长洲区,2,
450406,龙圩区,2,
450421,苍梧县,2,
450422,藤县,2,
450423,蒙山县,2,
450481,岑溪市,2,
450500,北海市,1,
450502,海城区,2,
450503,银海区,2,
450512,铁山港区,2,
450521,合浦县,2,
450600,防城港市,1,
450602,港口区,2,
450603,防城区,2,
450621,上思县,2,
450681,东兴市,2,
450700,钦州市,1,
450702,钦南区,2,
450703,钦北区,2,
450721,灵山县,2,
450722,浦北县,2,
450800,贵港市,1,
450802,港北区,2,
450803,港南区,2,
450804,覃塘区,2,
450821,平南县,2,
450881,桂平市,2,
450900,玉林市,1,
450902,玉州区,2,
450903,福绵区,2,
450921,容县,2,
450922,陆川县,2,
450923,博白县,2,
450924,兴业县,2,
450981,北流市,2,
451000,百色市,1,
451002,右江区,2,
451003,田阳区,2,
451022,田东县,2,
451024,德保县,2,
451026,那坡县,2,
451027,凌云县,2,
451028,乐业县,2,
451029,田林县,2,
451030,西林县,2,
451031,隆林各族自治县,2,
451081,靖西市,2,
451082,平果市,2,
451100,贺州市,1,
451102,八步区,2,
451103,平桂区,2,
451121,昭平县,2,
451122,钟山县,2,
451123,富川瑶族自治县,2,
451200,河池市,1,
451202,金城江区,2,
451203,宜州区,2,
